DATE,DEX,AMOUNT,TRADERS,PRICE,VOLUME,MARKET_CAP,NEW_USERS
2022-06-06,ref,707278.85,40,0.511897593482793,133071.2848517936,6929229.737024994,8
2022-06-06,jumbo,102.85,4,2.222571959987639,5973644.544409923,0,NA
2022-06-07,jumbo,169.41,3,2.1774243062615466,5567229.053653346,0,NA
2022-06-07,ref,819274.37,29,0.5207941021957295,202601.22157585708,7087049.019572122,4
2022-06-08,ref,462885.46,31,0.48620926586579194,165163.51380094295,6660673.436578091,6
2022-06-08,jumbo,226.21,4,2.1764841577330385,6235574.099054985,0,NA
2022-06-09,jumbo,102.02,4,2.0849285759571328,6519131.054932314,0,NA
2022-06-09,ref,294473.45,30,0.46486829595043794,196531.57933669176,6382479.892058387,5
2022-06-10,ref,444519.5,43,0.46194411008004604,228857.26530595095,6345562.800109441,9
2022-06-10,jumbo,416.51,3,2.0780018847228363,5599908.609216896,0,NA
2022-06-11,jumbo,298.91,4,1.969485134333296,6573017.065185069,0,NA
2022-06-11,ref,1091958.1,35,0.40456985350085906,253048.5518635056,5568265.529500721,8
2022-06-12,ref,2299792.69,40,0.35525118404770345,294722.63371449575,4905786.960736464,8
2022-06-12,jumbo,667.57,4,1.8438854484269394,5848611.90976034,0,NA
2022-06-13,ref,4538582.65,67,0.3214879360293636,201764.97737417024,4487930.373986277,18
2022-06-13,jumbo,1510.1,5,1.719372060491446,6550045.420644376,0,NA
2022-06-14,ref,2753380.03,43,0.28144944700664415,250402.35752233453,3869874.529924058,4
2022-06-14,jumbo,527.57,2,1.5955048838469121,7228350.3450123565,0,NA
2022-06-15,jumbo,713.87,3,1.545545887761711,5563353.499683148,0,NA
2022-06-15,ref,3295486.8,33,0.2740296001812397,205762.0152447312,3811928.4168886137,5
2022-06-16,ref,1207948.88,49,0.3109079137347982,240859.6629558433,4256914.636293581,12
2022-06-16,jumbo,301.08,3,1.4741006420831688,4266739.136543597,0,NA
2022-06-17,jumbo,210.18,4,1.3466824611707848,4649778.450704767,0,1
2022-06-17,ref,1396164.75,28,0.2713463781289769,191919.70280502204,3865509.230940759,7
2022-06-18,ref,1537776.82,39,0.2794123888974364,166400.81230168676,3909970.62971211,7
2022-06-18,jumbo,536.5,4,1.4773366123773932,4545374.3833861835,0,NA
2022-06-19,jumbo,231.09,3,1.5212214571988019,4866328.911975702,0,NA
2022-06-19,ref,1569470.61,32,0.2514587546031923,191413.103433006,3552194.662623241,3
2022-06-20,jumbo,221.15,3,1.5309336053260234,4780011.431633007,0,NA
2022-06-20,ref,1627354.52,35,0.26453490295679116,181342.8777424289,3703792.2942840597,7
2022-06-21,jumbo,278.79,4,1.5623388332085517,4822335.298518375,0,NA
2022-06-21,ref,1213572.72,31,0.2822063907146045,260695.3838091008,3985242.7157509364,5
2022-06-22,jumbo,225.92,4,1.8452650705388527,4696320.876568917,0,NA
2022-06-22,ref,1149093.01,38,0.2881981835767303,173391.54917846373,4100113.3899723156,8
2022-06-23,jumbo,203.04,4,1.5939931495320763,4562541.405275252,0,NA
2022-06-23,ref,865682.98,17,0.2708808328809016,135584.06975831743,3874163.7454567277,1
2022-06-24,ref,3055461.5,28,0.2874234487400144,150405.06078027596,4100879.276214223,5
2022-06-24,jumbo,178.32,3,1.6626827936025708,4733573.698175868,0,NA
2022-06-25,ref,2095298.4,42,0.3147207222020454,155460.51053093118,4507057.619155015,9
2022-06-25,jumbo,537.48,3,1.8000631910718843,4771075.374128753,0,NA
2022-06-26,jumbo,198.67,3,1.7906823804456558,4483750.771729347,0,NA
2022-06-26,ref,968900.42,33,0.31451647998219256,223807.9571719421,4548568.281668493,3
2022-06-27,ref,760812.41,32,0.2936210070536221,137775.22251264378,4226498.481150484,4
2022-06-27,jumbo,410.81,2,1.6375073759045582,4645754.739010661,0,NA
2022-06-28,ref,373631.04,38,0.2906563271467044,146975.7491655285,4208071.1298880195,6
2022-06-28,jumbo,191.63,3,1.6430385812630306,3941572.067528754,0,NA
2022-06-29,ref,758533.81,30,0.26387515058217714,101117.13220753602,3833902.7852278966,1
2022-06-29,jumbo,323.7,4,1.4189892510514768,3329781.8726319578,0,NA
2022-06-30,ref,651129.04,39,0.2623574081437591,56836.49024849414,3825929.3739855234,12
2022-06-30,jumbo,275.61,4,1.5157900786802525,3578538.0873592556,0,NA
2022-07-01,jumbo,238.92,4,1.4024499272420463,3504368.4121418907,0,NA
2022-07-01,ref,1023656.51,32,0.26066021761769675,99449.78139971223,3795895.9321261193,5
2022-07-02,ref,378863.66,25,0.2652522295715495,79777.48830911043,3897484.8461207994,2
2022-07-02,jumbo,193.13,3,1.4578451924598343,3537356.120607962,0,NA
2022-07-03,ref,358971.64,28,0.2644479695773845,70220.9693559623,3889669.094571687,5
2022-07-03,jumbo,30.41,3,1.419899520333429,3440060.46029086,0,NA
2022-07-04,ref,543475.18,24,0.26547606562131243,65097.27706851971,3900768.768885066,4
2022-07-04,jumbo,69,3,1.3995885415309168,3484133.030487063,0,NA
2022-07-05,ref,422352.48,35,0.27493340947801725,60930.66661997753,4068607.4840396126,9
2022-07-05,jumbo,159.1,3,1.4482414205016487,2445820.57352815,0,NA
2022-07-06,ref,677709.94,21,0.2827127410884527,131949.82667966696,4191962.1239403863,NA
2022-07-06,jumbo,16.08,2,1.4548207577701897,1753926.6410462363,0,1
2022-07-07,jumbo,61.28,2,1.4316399497147665,1747573.3061993697,0,NA
2022-07-07,ref,914697.55,24,0.2911055756850733,94631.89410708216,4331927.053626682,NA
2022-07-08,jumbo,280.57,3,1.3257160116391413,1684022.0952555924,0,NA
2022-07-08,ref,638807.63,37,0.3077794867532479,70806.69764205128,4596922.203333767,4
2022-07-09,jumbo,108.47,4,1.187609748940979,1564610.0412766684,0,NA
2022-07-09,ref,785219.07,23,0.30074853159948867,136515.5445735352,4500365.088988257,NA
2022-07-10,ref,357827.58,43,0.3305782966478475,182250.7057998272,4943106.913792177,6
2022-07-10,jumbo,95.5,3,1.176961553995978,1616999.495278837,0,NA
2022-07-11,ref,1437788.22,31,0.30934984926533987,177158.95401862028,4642671.224958794,3
2022-07-11,jumbo,875.23,4,1.1188654488614298,1622398.7123897485,0,NA
2022-07-12,jumbo,105.96,2,1.1152959942635257,1684962.5880739014,0,NA
2022-07-12,ref,271223.36,22,0.2869596235568623,94550.94117453828,4329888.171764979,1
2022-07-13,ref,682229.66,23,0.28772150068268737,100358.93588166016,4367963.0002372535,1
2022-07-13,jumbo,917.47,4,1.1156132208128435,1732745.2220005966,0,NA
2022-07-14,ref,481380.89,28,0.301533345074246,100214.31454961051,4556516.226724527,3
2022-07-14,jumbo,161.87,3,1.0778748900928383,1710041.1768669335,0,NA
2022-07-15,ref,494629.32,25,0.34463446243001405,284180.0924441414,5239123.295315395,1
2022-07-15,jumbo,155.77,4,1.1239484045150605,1758681.0268664744,0,NA
2022-07-16,jumbo,97.48,3,1.1210942307624157,1752151.9631639756,0,NA
2022-07-16,ref,519958.87,25,0.34435238606251994,107976.30976256989,5223854.762035266,3
2022-07-17,ref,663087.94,19,0.3655912591370346,141650.3066113628,5584216.099266235,2
2022-07-17,jumbo,78.99,2,1.1400128899469495,1756078.5681141184,0,NA
2022-07-18,ref,1487424.82,29,0.35814681555047884,90565.2518267287,5494956.462103523,2
2022-07-18,jumbo,280.42,4,1.0845678791361217,1762902.1486195575,0,NA
2022-07-19,ref,2430931.32,33,0.4132054462501362,265959.45548226783,6291155.102166314,2
2022-07-19,jumbo,362.99,4,1.1501217815667588,1750771.606346119,0,NA
2022-07-20,jumbo,109.66,2,1.1512857190966872,1781790.2297536312,0,NA
2022-07-20,ref,1041426.45,39,0.4495411541765613,295774.8552530616,6602722.319868868,3
2022-07-21,ref,838640.37,24,0.4064307906112759,194085.9481261069,5971481.568180168,3
2022-07-21,jumbo,123.86,3,1.1159992800099683,3210696.1383838216,0,NA
2022-07-22,ref,873612.04,30,0.42109416136146555,153123.9058728874,6202484.3346808795,4
2022-07-22,jumbo,416.38,4,1.1777548809730116,970150.8856442465,0,NA
2022-07-23,ref,446071.65,30,0.4132578295856857,157837.61487700697,6081806.862836477,7
2022-07-23,jumbo,374.57,4,1.168540037330847,1468593.8239926181,0,NA
2022-07-24,ref,597105.3,21,0.38889444989519156,244772.07150104377,5723333.135331856,1
2022-07-24,jumbo,125.31,3,1.0889861212421137,1437693.950734701,0,NA
2022-07-25,ref,330271.98,35,0.3911239877635125,157433.04628806224,5791507.779550914,4
2022-07-25,jumbo,232.65,3,1.0671100327030767,1446286.1270458167,0,NA
2022-07-26,ref,484224.49,36,0.3482757392591536,143032.12523551105,5389244.445367031,6
2022-07-27,jumbo,0.3,1,0.9612465198795447,1062003.4425462908,0,1
2022-07-27,ref,958005.23,21,0.34202517925791537,129649.1836405522,5299527.383879706,1
2022-07-28,ref,1253792.77,20,0.37662895378056466,234587.86792376125,5852477.045292294,1
2022-07-28,jumbo,0.26,2,0.9942624030902287,767840.275506854,0,NA
2022-07-29,ref,1271342.06,29,0.40334688484918574,218043.11955977944,6284784.3757914,4
2022-07-29,jumbo,0.19,1,1.051848369766489,348015.81345635414,0,NA
2022-07-30,ref,801309,31,0.41230733763103294,349000.1515845626,6644713.57340321,6
2022-07-30,jumbo,29.84,2,1.05292799211332,112000.56512659005,0,NA
2022-07-31,jumbo,0.31,2,1.0316034934254201,121549.68244649113,0,NA
2022-07-31,ref,506351.04,27,0.4055586950256053,212253.96344772523,6525527.238129474,4
2022-08-01,jumbo,0.15,1,1.0054677989455605,399914.67332718027,0,NA
2022-08-01,ref,442617.24,52,0.40155776260932247,157441.17809796258,7061526.143554474,11
2022-08-02,ref,1042279.54,35,0.39232183444048474,208775.99973437656,6922447.503589195,6
2022-08-02,jumbo,2.35,2,0.9911902802220934,220380.73840227735,0,NA
2022-08-03,ref,746854.81,35,0.4057530229664719,328706.43787132716,7248244.795970339,6
2022-08-03,jumbo,44.5,6,0.984222786701797,147419.64977399886,0,NA
2022-08-04,ref,816324.55,44,0.4164841135354973,280127.4709425872,8097001.715233758,13
2022-08-04,jumbo,0.53,2,0.9604144909027675,148060.91546291453,0,NA
2022-08-05,ref,1950113.62,27,0.41462585285668224,277888.8037524211,7392893.348407983,2
2022-08-05,jumbo,13.22,4,0.9191040152000114,98124.12904902957,0,NA
2022-08-06,ref,437945.2,20,0.4841750681548366,640333.0345789879,8816127.11768572,2
2022-08-06,jumbo,0.27,1,0.9801438574913768,288928.6274122067,0,NA
2022-08-07,ref,713881.84,32,0.44671259146979,331670.4408150011,8251315.161157577,7
2022-08-07,jumbo,6,4,0.9180081914124704,98123.99922284354,0,NA
2022-08-08,ref,1420999.72,33,0.4536804184437555,247126.0031395351,8372364.967300128,6
2022-08-08,jumbo,0,1,0.932473601177848,84674.65782988966,0,NA
2022-08-09,ref,1592503.32,41,0.516344490305276,589019.2185154185,9536744.212088717,16
2022-08-09,jumbo,0.19,1,0.9875809038934779,248881.9865450942,0,NA
2022-08-10,ref,2215206.11,40,0.5133758923290255,495165.07756654604,9527208.021158554,9
2022-08-10,jumbo,1.19,1,0.958891837656871,114329.09305540755,0,NA
2022-08-11,jumbo,0.15,1,1.0247308620188842,48179.396508885075,0,NA
2022-08-11,ref,718423.47,26,0.582736471725066,834439.8374744675,10762740.593262257,2
2022-08-12,ref,1039315.03,32,0.5822473750665513,565945.2252045047,10940808.372650076,6
2022-08-12,jumbo,0.36,1,1.0006038942400637,18482.356246802185,0,NA
2022-08-13,jumbo,0.43,1,1.0231743735692003,35678.33521910715,0,NA
2022-08-13,ref,411684.92,26,0.5956931291246266,455706.2037779625,11097612.598131161,6
2022-08-14,ref,239248.72,34,0.5849862067112847,319280.7276646141,10858960.437424967,9
2022-08-15,jumbo,0.92,2,0.9321834019501224,33288.01265456753,0,NA
2022-08-15,ref,611746.23,40,0.5246729807416154,515657.31560438836,9748755.006653165,6
2022-08-16,jumbo,26.47,5,0.9161738008721958,15577.483979276294,0,NA
2022-08-16,ref,443344.37,35,0.49855909473601906,526142.9290887981,9221242.202236092,6
2022-08-17,jumbo,0.1,1,0.9180083384019864,70749.7208493969,0,NA
2022-08-17,ref,463983.68,36,0.4955706770481732,538173.7876196657,9178938.463415472,9
2022-08-18,ref,480839.22,21,0.4537951563364824,315426.0440928423,8412269.541438095,1
2022-08-18,jumbo,3.1,3,0.8951795667936437,13384.0419985239,0,NA
2022-08-19,ref,2335986.43,44,0.4467030080936797,280468.1976157659,8305402.315144528,8
2022-08-19,jumbo,1.43,1,0.8772653999274203,15899.909045386223,0,NA
2022-08-20,ref,775032.65,31,0.39169449533337264,310455.87100196903,7279038.45209204,2
2022-08-20,jumbo,1.24,1,0.8630695986057074,11091.473353417501,0,NA
2022-08-21,ref,615993.91,17,0.388893843082417,361654.91855294525,7170900.520333852,2
2022-08-21,jumbo,4.03,3,0.8482288483796101,15797.951269323632,0,NA
2022-08-22,ref,609475.72,23,0.39954518432514696,264697.12585383723,7453673.7412515385,3
2022-08-22,jumbo,0.76,2,0.8661029723343329,6184.9253833783305,0,NA
2022-08-23,ref,923422.3,24,0.3784632556266275,308994.7557168817,7058522.115052416,1
2022-08-23,jumbo,0.11,2,0.8345926584082906,2384.8029147747247,0,NA
2022-08-24,ref,474837.92,16,0.3988179825428915,181324.99771145047,7463568.090756906,3
2022-08-25,ref,387188.87,21,0.4013786799551742,113169.23170240893,7504477.865991096,4
2022-08-25,jumbo,6.13,3,0.8601713106254364,847.8968821471118,0,NA
2022-08-26,ref,759332.32,38,0.3999864566178451,120108.24899082149,7491240.086811583,8
2022-08-26,jumbo,0.16,2,0.8755554986696121,1120.3345849354748,0,NA
2022-08-27,jumbo,0.41,2,0.8297707549931277,5278.172364750028,0,NA
2022-08-27,ref,279279.46,33,0.36709782199783636,189878.7562886502,6940200.045739588,4
2022-08-28,ref,283595.87,21,0.36813655435591314,147201.4482680079,6896169.43482785,4
2022-08-28,jumbo,0.17,1,0.8489488817086671,819.7486792766998,0,NA
2022-08-29,ref,589462.91,21,0.3490445864326606,96475.864543745,6538008.613671439,2
2022-08-30,ref,943921.81,25,0.3709062626367377,218950.24632038348,6956499.955454896,3
2022-08-30,jumbo,1.15,2,0.8476339717910352,12605.68954197654,0,NA
2022-08-31,ref,783868.38,23,0.3956348807155157,296160.7300114365,7422397.518474105,3
2022-09-01,ref,399826.39,29,0.41604974624081625,321612.72970017424,7786905.918557201,1
2022-09-02,jumbo,0,1,0.8518865560110717,25335.191364404873,0,NA
2022-09-02,ref,288122.02,32,0.41793593927729894,158628.37955233894,8423427.923767116,7
2022-09-03,jumbo,0.03,1,0.8254685287944119,7141.377438437743,0,NA
2022-09-03,ref,75121.21,19,0.3994449612532607,167598.82956606132,8056917.611173837,3
2022-09-04,ref,155433.33,17,0.40028046876968715,105872.91912016702,8075353.117047176,2
2022-09-04,jumbo,0.04,1,0.8058752255227524,1256.4182890500952,0,NA
2022-09-05,ref,113427.01,28,0.40450673509653007,158396.28368231165,8155533.613773733,4
2022-09-06,jumbo,0.2,1,0.81941651923047365,18042.339353795738,0,NA
2022-09-06,ref,685605.15,31,0.40066992739453255,114666.64480865182,8091254.876870403,8
2022-09-07,ref,780605.66,25,0.38960699927095305,243149.01905639557,7873090.744915651,1
2022-09-07,jumbo,0.68,2,0.8055451772035302,41395.918222630346,0,NA
2022-09-08,jumbo,0.27,2,0.8218868120614871,16726.837971426517,0,NA
2022-09-08,ref,892645.41,23,0.4224633619514341,236682.21159023725,9143614.857287778,3
2022-09-09,jumbo,0.19,1,0.8552733576351925,7703.0962315725565,0,NA
2022-09-09,ref,779860.05,25,0.4428014796997786,183374.20472904108,9454966.428454239,5
2022-09-10,ref,477836.13,26,0.4535848288877158,162758.53837245988,9170864.17561563,2
2022-09-10,jumbo,0.09,1,0.8697714554725504,12316.454160210547,0,NA
2022-09-11,jumbo,0.02,1,0.862997382991374,19831.931146405743,0,NA
2022-09-11,ref,672429.87,30,0.4477625186977647,128925.94420969072,8240730.057371869,2
2022-09-12,jumbo,9.22,3,0.8686429181517464,6986.976251874395,0,NA
2022-09-12,ref,1517941.87,38,0.4543116721595476,191565.8618549058,8419462.228809686,5
2022-09-13,ref,974725.75,44,0.488785417236072,358371.9091359529,9030745.487469865,7
2022-09-14,ref,590353.7,35,0.42126549991147627,293133.986143931,7839810.802962699,8
2022-09-14,jumbo,0.21,1,0.8188512044071434,4843.540753663576,0,NA
2022-09-15,ref,500348.05,43,0.42040582912108065,208438.2881783819,7813906.527968184,12
2022-09-16,ref,397526.88,31,0.3933022681376392,141387.3360140125,7310997.960460082,4
2022-09-17,ref,285587.24,20,0.3903722592741708,232933.7014588573,7279205.081891377,2
2022-09-17,jumbo,0.08,1,0.7722193430238004,6968.316251674117,0,NA
2022-09-18,ref,225946.85,47,0.40497364485724385,94311.68758221735,7592738.444988687,11
2022-09-19,jumbo,0.16,2,0.7545092140141761,6294.641782404459,0,NA
2022-09-19,ref,714772.99,29,0.3709811908269891,141294.5360442673,6951643.316544667,4
2022-09-20,ref,782586.68,48,0.3878033981428832,193325.33643221104,7309778.498768039,14
2022-09-21,ref,881595.43,42,0.3663605379028676,111436.26165392197,6899605.146846488,8
2022-09-21,jumbo,0.15,1,0.7554307688539489,7349.176531158448,0,NA
2022-09-22,jumbo,0.34,2,0.7349810467937118,5919.966793062534,0,NA
2022-09-22,ref,544599.88,21,0.3454969892711466,180016.94332832002,6525271.660031705,NA
2022-09-23,ref,744077.46,40,0.3667012637697815,118773.19873722299,6949168.589776231,11
2022-09-23,jumbo,0.09,2,0.740722375869587,10232.264698488609,0,NA
2022-09-24,ref,369140.25,21,0.3519185541348216,141245.69958004815,6659084.4818065865,2
2022-09-25,jumbo,0.01,1,0.7268176016679341,3998.7756935882353,0,NA
2022-09-25,ref,142648.31,36,0.3481637910339721,64561.38584939024,6604590.563304512,10
2022-09-26,ref,333415.48,25,0.3387475413628497,64836.3800646785,6433202.4994428735,1
2022-09-26,jumbo,0.98,1,0.7249553536888312,6995.407353718465,0,NA
2022-09-27,ref,576770.97,32,0.3352256941975743,140613.3143003072,6406159.51509534,4
2022-09-27,jumbo,0.64,1,0.7435927960782396,4107.836305717338,0,NA
2022-09-28,ref,259173.12,23,0.33204317802392164,143374.1639259844,6382174.285766581,3
2022-09-28,jumbo,8.24,1,0.7182799775604052,4797.879443374591,0,NA
2022-09-29,jumbo,5.73,3,0.7175465215144197,7574.5023774217625,0,NA
2022-09-29,ref,613087.72,31,0.32892272502652165,90839.30607093805,6319215.96866276,8
2022-09-30,ref,195446.62,28,0.33114583244033224,119002.17218381877,6376177.760837924,2
2022-10-01,ref,58686.45,18,0.3272791360496208,76430.62413640761,6299513.390820685,1
2022-10-02,ref,70077.89,28,0.3242193925317926,57663.57966353895,6249390.770813907,5
2022-10-02,jumbo,31.36,1,0.7031450901766397,1409544.4803000814,0,NA
2022-10-03,jumbo,0.2,1,0.7057116675714418,1352173.5186436556,0,NA
2022-10-03,ref,186361.9,31,0.31817346486350356,54239.4590572225,6147426.537803392,5
2022-10-04,ref,165729.74,19,0.3139707481962297,239891.12880466104,6080534.566799822,1
2022-10-04,jumbo,0.72,1,0.6953545026327165,1408777.291448724,0,NA
2022-10-05,jumbo,39.68,2,0.7763897620152603,1425148.107082268,0,NA
2022-10-05,ref,358518.13,27,0.32335701818076784,93624.82885250417,6276823.187923678,4
2022-10-06,jumbo,1.19,1,0.7735153048832049,1293267.037680583,0,NA
2022-10-06,ref,140670.82,20,0.3201278594907266,145578.89384983524,6232794.955449372,4
2022-10-07,ref,102934.89,22,0.3251260624942872,112276.16118769017,6333715.6635789415,3
2022-10-08,ref,60094.77,24,0.3296933534109321,147692.23524316057,6445738.450244995,3
2022-10-09,ref,24110.75,17,0.32517889674326395,140814.14083543557,6346382.316373296,NA
2022-10-10,ref,155212.01,25,0.3214747405573697,161633.0286605257,6308371.652553473,3
2022-10-11,ref,348193.57,25,0.30330018501096767,175630.7778386485,6012620.872146758,3
2022-10-12,ref,234398.6,25,0.29505148835239475,221310.04801940272,5813326.918962047,5
2022-10-13,ref,1249010.14,30,0.2848156996721726,241075.18947417135,5620694.650751408,6
2022-10-14,ref,354443.5,35,0.27603337610757295,269390.99164355244,5445972.6788577,5
2022-10-15,ref,66287.63,20,0.2911855415254911,414147.25220165856,5773604.375483772,2
2022-10-16,jumbo,0.59,1,0.6319407245231565,1362993.5510113165,0,NA
2022-10-16,ref,176430.83,18,0.2805512424961621,191872.96582546053,5590050.844192387,NA
2022-10-17,ref,103914.06,21,0.2850905887172966,196231.22842018623,5671882.7602176145,5
2022-10-18,ref,156646.63,21,0.2924112998601993,189287.88000048097,5826791.7073590215,5
2022-10-19,ref,266891.99,29,0.28525439785303186,206483.165645211,5592618.373884456,6
2022-10-20,ref,275828.39,19,0.27483962026273706,187538.54697795174,5392278.979659136,3
2022-10-21,ref,329130.29,18,0.2728453688470724,170668.3388297849,5438437.543790589,1
2022-10-22,ref,148286.92,16,0.2594941885995762,277317.11117718776,5168435.946146168,1
2022-10-23,ref,207170.15,15,0.26292996102280186,169560.74653672968,5240114.452578563,1
2022-10-24,ref,495748.13,17,0.26511181852227306,162904.53214736813,5279532.2737489,2
2022-10-24,jumbo,0.59,2,0.6464824465063838,1451220.9402109194,0,NA
2022-10-25,ref,362380.94,23,0.2573549553026704,196227.24105604782,5173686.8075815905,5
2022-10-26,ref,321412.64,15,0.2623454859276302,212885.18451807965,5283795.253872638,1
2022-10-27,ref,920846.42,19,0.26491881670293754,183332.62184108203,5306928.2430159375,3
2022-10-28,ref,471540.93,19,0.25908610263463044,176942.44865708688,5234748.904009787,3
2022-10-29,ref,357624.04,16,0.26516850473966824,185929.4031311261,5357658.127866742,1
2022-10-30,jumbo,32.68,1,0.6178880811184696,1145625.0447192742,0,NA
2022-10-30,ref,875416.1,18,0.27245749188008916,209238.85407845743,5570230.386300168,1
2022-10-31,jumbo,112.31,3,0.6163043946839712,1045969.0952077616,0,NA
2022-10-31,ref,336234.29,16,0.26981531237049883,206617.65972510687,5524489.87735015,2
2022-11-01,ref,108707.36,20,0.2728755472013319,186728.35297411252,5599175.2965140045,2
2022-11-02,jumbo,12.73,1,0.6091737341490756,293389.3153877543,0,NA
